circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Gujarat Circle,Ahmedabad HQ Region,Mahesana Division,Umta SO,384320,PO,Delivery,MAHESANA,GUJARAT,23.7767,72.555458
Gujarat Circle,Ahmedabad HQ Region,Patan Division,Patan City SO,384265,PO,Non Delivery,PATAN,GUJARAT,23.8509444,72.1212222
Gujarat Circle,Rajkot Region,Bhavnagar Division,Bhavnagar Para SO,364003,PO,Delivery,BHAVNAGAR,GUJARAT,21.7663,72.1179
Gujarat Circle,Rajkot Region,Bhavnagar Division,Bhavnagar Station Road SO,364006,PO,Delivery,BHAVNAGAR,GUJARAT,21.7791,72.1395
Gujarat Circle,Rajkot Region,Gondal Division,Dhank SO,360460,PO,Delivery,RAJKOT,GUJARAT,21.7803,70.099899
Gujarat Circle,Rajkot Region,Gondal Division,Kotda Sangani SO,360030,PO,Delivery,RAJKOT,GUJARAT,22.0455833,70.8656944
Gujarat Circle,Rajkot Region,Gondal Division,Virpur SO,360380,PO,Delivery,RAJKOT,GUJARAT,21.8451667,70.6975
Gujarat Circle,Rajkot Region,Junagadh Division,Ambujanagar SO,362715,PO,Delivery,GIR SOMNATH,GUJARAT,20.831001,70.68622
Gujarat Circle,Rajkot Region,Junagadh Division,Choki SO,362315,PO,Delivery,JUNAGADH,GUJARAT,21.65215,70.531071
Gujarat Circle,Rajkot Region,Junagadh Division,Timbavadi SO,362015,PO,Delivery,JUNAGADH,GUJARAT,21.503042,70.433184
Gujarat Circle,Rajkot Region,Kutch Division,Kachchh University DSO,370015,PO,Delivery,KACHCHH,GUJARAT,23.246837,69.673173
Gujarat Circle,Rajkot Region,Kutch Division,Kandla Port SO,370210,PO,Delivery,KACHCHH,GUJARAT,23.2469444,69.6731944
Gujarat Circle,Rajkot Region,Porbandar Division,Mangrol Bundar SO,362226,PO,Delivery,JUNAGADH,GUJARAT,21.18945,70.073399
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Cimap SO,226015,PO,Delivery,LUCKNOW,UTTAR PRADESH,26.8951388,80.9835833
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,Industria Area Chinhat SO,226019,PO,Delivery,LUCKNOW,UTTAR PRADESH,26.91975,81.0629166
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Rail Coach Factory LalganjRaebareli SO,229120,PO,Delivery,RAE BARELI,UTTAR PRADESH,26.234946,81.241008
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Jawahar Vihar SO,229010,PO,Non Delivery,RAE BARELI,UTTAR PRADESH,26.22,81.25
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Malik Mau Chaubara SO,229130,PO,Delivery,RAE BARELI,UTTAR PRADESH,26.2491944,81.126
Uttar Pradesh Circle,Lucknow  HQ Region,Sitapur Division,Naimisharanya SO,261402,PO,Delivery,SITAPUR,UTTAR PRADESH,27.2141,80.2846
Uttarakhand Circle,DivReportingCircle,Almora Division,Manan SO,263638,PO,Delivery,ALMORA,UTTARAKHAND,29.7267,79.6145
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Badrinath Seasonal SO,246422,PO,Delivery,CHAMOLI,UTTARAKHAND,30.7446944,79.4910833
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Chopra SO Rudraprayag,246495,PO,Delivery,RUDRA PRAYAG,UTTARAKHAND,30.28452,78.981174
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Maikoti SO,246448,PO,Delivery,RUDRA PRAYAG,UTTARAKHAND,30.3442778,79.0103056
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Newforest SO,248006,PO,Delivery,DEHRADUN,UTTARAKHAND,30.3383056,77.9933889
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Seemadwar SO,248146,PO,Delivery,DEHRADUN,UTTARAKHAND,30.3096389,77.9943611
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Clementtown SO,248002,PO,Delivery,DEHRADUN,UTTARAKHAND,30.2650833,78.0012778
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Majra SO Dehradun,248171,PO,Delivery,DEHRADUN,UTTARAKHAND,30.3524167,78.0270833
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Pashulok SO,249203,PO,Delivery,DEHRADUN,UTTARAKHAND,30.0747222,78.2856111
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Mehunwala SO,248018,PO,Delivery,DEHRADUN,UTTARAKHAND,30.321915,78.026619
Uttarakhand Circle,DivReportingCircle,Dehradun Division,NDC Dehradun,248020,PO,Delivery,NA,NA,30.3248,78.0417
Uttarakhand Circle,NA,Dehradun Division,Sultanpur SO,247658,PO,Delivery,HARIDWAR,UTTARAKHAND,30.79,78.018
Uttarakhand Circle,DivReportingCircle,Nainital Division,DF Nagla SO,263149,PO,Delivery,UDAM SINGH NAGAR,UTTARAKHAND,29.0157,79.2905
Uttarakhand Circle,DivReportingCircle,Nainital Division,Lalkua SO,262402,PO,Delivery,NAINITAL,UTTARAKHAND,29.1494722,79.5163056
Uttarakhand Circle,DivReportingCircle,Nainital Division,RTC Hempur SO,244716,PO,Delivery,UDAM SINGH NAGAR,UTTARAKHAND,29.145,79.45
Uttarakhand Circle,DivReportingCircle,Pauri Division,Kalagarh SO,246142,PO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.4907778,78.7643333
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Merthi SO,262550,PO,Delivery,PITHORAGARH,UTTARAKHAND,29.7798889,80.2771944
West Bengal Circle,Kolkata Region,South Kolkata Division,Bidhangarh SO,700066,PO,Delivery,KOLKATA,WEST BENGAL,22.5727778,88.3475
West Bengal Circle,Kolkata Region,South Kolkata Division,Garden Reach SO,700024,PO,Delivery,KOLKATA,WEST BENGAL,22.5481111,88.2879166
West Bengal Circle,Kolkata Region,South Kolkata Division,Kalimandir SO,700026,PO,Non Delivery,KOLKATA,WEST BENGAL,22.5235,88.3440555
West Bengal Circle,Kolkata Region,Kolkata North Division,Amrita Bazar Patrika SO,700003,PO,Non Delivery,KOLKATA,WEST BENGAL,22.6033611,88.3700555
West Bengal Circle,Kolkata Region,Barasat Division,Ganganagar SO North 24 Parganas,700132,PO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.6629722,88.8713889
West Bengal Circle,Kolkata Region,Barasat Division,Habra Prafulla Nagar SO,743268,PO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.8377765,88.6443257
West Bengal Circle,Kolkata Region,Barasat Division,Michealnagar SO,700133,PO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.6629722,88.8713889
West Bengal Circle,Kolkata Region,Barasat Division,Petrapole SO,743405,PO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,23.037092,88.8740261
West Bengal Circle,Kolkata Region,Barasat Division,Rajarhat Gopalpur SO,700136,PO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.6371124,88.4541249
West Bengal Circle,Kolkata Region,South Kolkata Division,Ballygunge SO,700019,PO,Delivery,KOLKATA,WEST BENGAL,22.5313611,88.3652778
West Bengal Circle,Kolkata Region,South Kolkata Division,KPRoy Lane SO,700031,PO,Non Delivery,KOLKATA,WEST BENGAL,22.5048611,88.37275
West Bengal Circle,Kolkata Region,South Kolkata Division,Kasba SO Kolkata,700042,PO,Delivery,KOLKATA,WEST BENGAL,22.5727778,88.3475
West Bengal Circle,Kolkata Region,South Kolkata Division,Lake Gardens SO,700045,PO,Delivery,KOLKATA,WEST BENGAL,22.5065,88.3569444
West Bengal Circle,Kolkata Region,South Kolkata Division,Lansdowne Market SO,700025,PO,Non Delivery,KOLKATA,WEST BENGAL,22.5165,88.3489167
West Bengal Circle,Kolkata Region,South Kolkata Division,Madurdaha SO,700107,PO,Delivery,KOLKATA,WEST BENGAL,22.5058905,88.4044575
West Bengal Circle,Kolkata Region,Kolkata Central Division,Elliot Road SO,700016,PO,Non Delivery,KOLKATA,WEST BENGAL,22.5511111,88.3620278
West Bengal Circle,Kolkata Region,Kolkata Central Division,Fort William SO,700021,PO,Delivery,KOLKATA,WEST BENGAL,22.3895,88.3375278
West Bengal Circle,Kolkata Region,Kolkata Central Division,Hindustan Building SO,700072,PO,Non Delivery,KOLKATA,WEST BENGAL,22.5663889,88.3538889
West Bengal Circle,Kolkata Region,Kolkata East Division,Abinash Chaowdhury Lane SO,700046,PO,Non Delivery,KOLKATA,WEST BENGAL,22.324245,88.2118431
West Bengal Circle,Kolkata Region,Kolkata East Division,Nabadiganta IT SO,700091,PO,Non Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.3434432,88.2622542
West Bengal Circle,Kolkata Region,Kolkata East Division,Narkeldanga SO,700011,PO,Delivery,KOLKATA,WEST BENGAL,22.5763322,88.3802448
West Bengal Circle,Kolkata Region,Kolkata East Division,Patipukur SO,700048,PO,Non Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.3628602,88.2356864
West Bengal Circle,Kolkata Region,Kolkata East Division,Phulbagan SO,700054,PO,Non Delivery,KOLKATA,WEST BENGAL,22.3421158,88.2323933
West Bengal Circle,Kolkata Region,Kolkata North Division,Dumdum Road SO,700074,PO,Non Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.6228056,88.4128056
West Bengal Circle,Kolkata Region,Kolkata North Division,Health Institute SO,700065,PO,Non Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.6394444,88.4120278
West Bengal Circle,Kolkata Region,Kolkata North Division,Kendriya Vihar SO,700052,PO,Non Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.6295,88.4306944
West Bengal Circle,Kolkata Region,Kolkata North Division,South Sinhee SO,700050,PO,Non Delivery,KOLKATA,WEST BENGAL,22.6280833,88.3818056
West Bengal Circle,Kolkata Region,Murshidabad Division,Sargachi Ashram SO,742408,PO,Delivery,MURSHIDABAD,WEST BENGAL,24.093009,88.25202
West Bengal Circle,Kolkata Region,Nadia North Division,Bhimpur SO,741167,PO,Delivery,NADIA,WEST BENGAL,23.0056388,87.187075
West Bengal Circle,Kolkata Region,Nadia South Division,Krishivisyavidyalaya SO,741252,PO,Delivery,NADIA,WEST BENGAL,22.9447222,88.5330556
West Bengal Circle,Kolkata Region,Nadia South Division,Taherpur SO,741159,PO,Delivery,NADIA,WEST BENGAL,23.2593333,88.5421667
West Bengal Circle,Kolkata Region,BARRACKPORE DIVISION,Bengal Enamel SO,743122,PO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.46,88.22
West Bengal Circle,Kolkata Region,BARRACKPORE DIVISION,Bhatpara SO,743123,PO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.87,88.41
West Bengal Circle,Kolkata Region,BARRACKPORE DIVISION,Jagatdal SO,743125,PO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.86,88.38
West Bengal Circle,Kolkata Region,BARRACKPORE DIVISION,Kampa SO,743193,PO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.93,88.46
West Bengal Circle,Kolkata Region,BARRACKPORE DIVISION,Sodepur SO,700110,PO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.7,88.39
West Bengal Circle,Kolkata Region,BARRACKPORE DIVISION,Talpukur SO,700123,PO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.75,88.38
West Bengal Circle,Kolkata Region,BARRACKPORE DIVISION,Bangodaya SO,700114,PO,Non Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.7,88.37
West Bengal Circle,Kolkata Region,BARRACKPORE DIVISION,Khardah SO,700117,PO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.73,88.37
West Bengal Circle,Kolkata Region,Baruipur Division,Laskar Pur SO,700153,PO,Delivery,24 PARAGANAS SOUTH,WEST BENGAL,22.45304,88.38598
West Bengal Circle,Kolkata Region,Baruipur Division,Subhas Gram SO,700147,PO,Delivery,24 PARAGANAS SOUTH,WEST BENGAL,22.2445,88.2559
West Bengal Circle,DivReportingCircle,A - N Islands Division,Swaraj Dweep SO,744211,PO,Delivery,SOUTH ANDAMANS,ANDAMAN AND NICOBAR ISLANDS,12.040302,92.983321
West Bengal Circle,DivReportingCircle,A - N Islands Division,Hut  Bay S.O,744207,PO,Delivery,SOUTH ANDAMANS,ANDAMAN AND NICOBAR ISLANDS,10.59138889,92.53833333
West Bengal Circle,North Bengal Region,Cooch Behar Division,New Market Jaigaon SO,736182,PO,Delivery,Alipurduar,WEST BENGAL,26.543658,88.718869
West Bengal Circle,North Bengal Region,Darjeeling Division,Darjeeling Court SO,734101,PO,Non Delivery,DARJEELING,WEST BENGAL,27.0536223,88.2621002
West Bengal Circle,North Bengal Region,Darjeeling Division,Dumaram Busty SO,734203,PO,Non Delivery,DARJEELING,WEST BENGAL,27.035998,88.262675
West Bengal Circle,North Bengal Region,Darjeeling Division,Naksalbari SO,734429,PO,Delivery,DARJEELING,WEST BENGAL,26.6823035,88.1998512
West Bengal Circle,North Bengal Region,Darjeeling Division,Phuguri SO,734218,PO,Delivery,DARJEELING,WEST BENGAL,27.116849,88.58595
West Bengal Circle,North Bengal Region,Darjeeling Division,Siliguri Bazar SO,734005,PO,Delivery,DARJEELING,WEST BENGAL,26.70025,88.4136111
West Bengal Circle,North Bengal Region,Jalpaiguri Division,Gairkata SO,735212,PO,Delivery,JALPAIGURI,WEST BENGAL,26.7,89.02
West Bengal Circle,North Bengal Region,Jalpaiguri Division,JpgGovt Engg College SO,735102,PO,Delivery,JALPAIGURI,WEST BENGAL,26.55,88.7
West Bengal Circle,North Bengal Region,Jalpaiguri Division,Binnaguri SO,735203,PO,Delivery,JALPAIGURI,WEST BENGAL,26.75,89.05
West Bengal Circle,North Bengal Region,Jalpaiguri Division,Chamurchi SO,735207,PO,Delivery,JALPAIGURI,WEST BENGAL,26.87,89.08
West Bengal Circle,North Bengal Region,Jalpaiguri Division,Damdim SO,735209,PO,Delivery,JALPAIGURI,WEST BENGAL,26.85,88.67
West Bengal Circle,North Bengal Region,Malda Division,Khejuriaghat SO,732127,PO,Delivery,MALDAH,WEST BENGAL,24.0005555,87.0013611
West Bengal Circle,South Bengal Region,Asansol Division,Chittaranjan TS SO,713365,PO,Delivery,PASCHIM BARDHAMAN,WEST BENGAL,23.618125,87.136235
West Bengal Circle,South Bengal Region,Asansol Division,Kanyapur SO,713341,PO,Delivery,PASCHIM BARDHAMAN,WEST BENGAL,23.8371222,86.909973
West Bengal Circle,South Bengal Region,Asansol Division,Mithani SO,713371,PO,Delivery,PASCHIM BARDHAMAN,WEST BENGAL,23.68721,86.973343
West Bengal Circle,South Bengal Region,Asansol Division,Radhanagar Rly Colony SO,713372,PO,Delivery,PASCHIM BARDHAMAN,WEST BENGAL,23.8371222,86.909973
West Bengal Circle,South Bengal Region,Asansol Division,SBGorai Road SO,713301,PO,Non Delivery,PASCHIM BARDHAMAN,WEST BENGAL,23.6866,86.9529
West Bengal Circle,South Bengal Region,Asansol Division,Durgapur CRPF Camp SO,713214,PO,Delivery,PASCHIM BARDHAMAN,WEST BENGAL,23.549457,87.334489
West Bengal Circle,South Bengal Region,Asansol Division,Durgapur Heavy Engg Plant SO,713210,PO,Delivery,PASCHIM BARDHAMAN,WEST BENGAL,23.519945,87.327404
West Bengal Circle,South Bengal Region,Asansol Division,Durgapur Steel Town West SO,713204,PO,Delivery,PASCHIM BARDHAMAN,WEST BENGAL,23.573646,87.2919043
West Bengal Circle,South Bengal Region,Asansol Division,Durgapur Rabindra Pally SO,713201,PO,Non Delivery,PASCHIM BARDHAMAN,WEST BENGAL,23.479919,87.3202429
West Bengal Circle,South Bengal Region,Asansol Division,Kenda SO,713342,PO,Delivery,PASCHIM BARDHAMAN,WEST BENGAL,23.665918,87.164077
West Bengal Circle,South Bengal Region,Asansol Division,Kharsuli Bazar SO,713347,PO,Non Delivery,PASCHIM BARDHAMAN,WEST BENGAL,23.617977,87.116153
West Bengal Circle,South Bengal Region,Asansol Division,Searsole Rajbari SO,713358,PO,Delivery,PASCHIM BARDHAMAN,WEST BENGAL,23.629634,87.114695
West Bengal Circle,South Bengal Region,Bankura Division,Mejia Th Power Station SO,722183,PO,Delivery,BANKURA,WEST BENGAL,23.51917,87.39389
West Bengal Circle,South Bengal Region,Bankura Division,Ramsagar SO,722147,PO,Delivery,BANKURA,WEST BENGAL,23.31944,87.36444
West Bengal Circle,South Bengal Region,Burdwan Division,Chakdighi SO,713404,PO,Delivery,PURBA BARDHAMAN,WEST BENGAL,23.8371222,86.909973
West Bengal Circle,South Bengal Region,Burdwan Division,Kasemnagar SO,713131,PO,Delivery,PURBA BARDHAMAN,WEST BENGAL,24.41439,87.91751
West Bengal Circle,South Bengal Region,Contai Division,Digha New Township SO,721463,PO,Delivery,MEDINIPUR EAST,WEST BENGAL,21.621445,87.507221
West Bengal Circle,South Bengal Region,Hooghly North Division,Saidpur SO Hooghly,712415,PO,Delivery,HOOGHLY,WEST BENGAL,22.88825,88.40225
West Bengal Circle,South Bengal Region,Hooghly North Division,Chinsurah Bazar SO,712101,PO,Non Delivery,HOOGHLY,WEST BENGAL,22.62905,88.4211666
West Bengal Circle,South Bengal Region,Hooghly North Division,Tribeni SO,712503,PO,Delivery,HOOGHLY,WEST BENGAL,22.88825,88.40225
West Bengal Circle,South Bengal Region,Hooghly South Division,Bangurpark SO,712248,PO,Non Delivery,HOOGHLY,WEST BENGAL,22.7216666,86.3441666
West Bengal Circle,South Bengal Region,Hooghly South Division,Bhadrakali SO,712232,PO,Delivery,HOOGHLY,WEST BENGAL,22.88825,88.40225
West Bengal Circle,South Bengal Region,Hooghly South Division,Gondalpara SO,712137,PO,Delivery,HOOGHLY,WEST BENGAL,22.88825,88.40225
West Bengal Circle,South Bengal Region,Hooghly South Division,Konnagar SO,712235,PO,Delivery,HOOGHLY,WEST BENGAL,22.7041667,88.3577778
West Bengal Circle,South Bengal Region,Hooghly South Division,Mankundu SO,712139,PO,Delivery,HOOGHLY,WEST BENGAL,22.847,88.3515166
West Bengal Circle,South Bengal Region,Hooghly South Division,Masat Bazar SO,712701,PO,Delivery,HOOGHLY,WEST BENGAL,22.88825,88.40225
West Bengal Circle,South Bengal Region,Hooghly South Division,Nalikul SO,712407,PO,Delivery,HOOGHLY,WEST BENGAL,22.88825,88.40225
West Bengal Circle,South Bengal Region,Hooghly South Division,NEW SEAKHALA SO,712706,PO,Delivery,HOOGHLY,WEST BENGAL,22.88825,88.40225
West Bengal Circle,South Bengal Region,Hooghly South Division,Serampore Court SO,712201,PO,Non Delivery,HOOGHLY,WEST BENGAL,22.7336086,88.3335194
West Bengal Circle,South Bengal Region,Howrah Division,Banipur SO Howrah,711304,PO,Delivery,HOWRAH,WEST BENGAL,22.5816944,88.3371944
West Bengal Circle,South Bengal Region,Howrah Division,Bauria SO,711305,PO,Delivery,HOWRAH,WEST BENGAL,22.5004722,88.1725833
West Bengal Circle,South Bengal Region,Howrah Division,Bharat Cooperative SO,711313,PO,Non Delivery,HOWRAH,WEST BENGAL,22.5575,88.2301389
West Bengal Circle,South Bengal Region,Howrah Division,Danesh SkLane SO,711109,PO,Delivery,HOWRAH,WEST BENGAL,22.8227777,88.2430555
West Bengal Circle,South Bengal Region,Howrah Division,Jagacha SO,711111,PO,Delivery,HOWRAH,WEST BENGAL,22.5804,88.2751
West Bengal Circle,South Bengal Region,Howrah Division,Jagatballavpur SO,711408,PO,Delivery,HOWRAH,WEST BENGAL,22.5816944,88.3371944
West Bengal Circle,South Bengal Region,Howrah Division,Khurut Rd SO,711101,PO,Non Delivery,HOWRAH,WEST BENGAL,22.5819,88.3245
West Bengal Circle,South Bengal Region,Howrah Division,Kulgachia SO,711306,PO,Delivery,HOWRAH,WEST BENGAL,22.5816944,88.3371944
West Bengal Circle,South Bengal Region,Howrah Division,ARoadBamungachi SO,711106,PO,Non Delivery,HOWRAH,WEST BENGAL,22.6111111,88.3335556
West Bengal Circle,South Bengal Region,Purulia Division,Sainik School SO Puruliya,723104,PO,Delivery,PURULIA,WEST BENGAL,23.3319167,86.3655
West Bengal Circle,South Bengal Region,Purulia Division,NILDIH RTPS S.O.,723134,PO,Delivery,PURULIA,WEST BENGAL,23.591303,86.663469
West Bengal Circle,South Bengal Region,Tamluk Division,Geonkhali SO,721603,PO,Delivery,MEDINIPUR EAST,WEST BENGAL,22.202173,88.047923
West Bengal Circle,South Bengal Region,Tamluk Division,Haldia TS SO,721607,PO,Delivery,MEDINIPUR EAST,WEST BENGAL,22.0269167,88.0645556
Telangana Circle,Hyderabad City Region,Hyderabad South East Division,NDC Uppal,500939,PO,Delivery,NA,NA,17.402,78.561
West Bengal Circle,South Bengal Region,Burdwan Division,Deriapur BO,713124,BO,Delivery,PURBA BARDHAMAN,WEST BENGAL,23.1,87.95
West Bengal Circle,South Bengal Region,Burdwan Division,Khurul BO,713127,BO,Delivery,PURBA BARDHAMAN,WEST BENGAL,23.39,87.84
West Bengal Circle,South Bengal Region,Burdwan Division,Bijpur BO,713142,BO,Delivery,BANKURA,WEST BENGAL,23.22,87.6
West Bengal Circle,South Bengal Region,Burdwan Division,Barabainan BO,713421,BO,Delivery,PURBA BARDHAMAN,WEST BENGAL,23.99,87.94
West Bengal Circle,South Bengal Region,Burdwan Division,Gourdanga BO,713514,BO,Delivery,PURBA BARDHAMAN,WEST BENGAL,23.54,88.21
West Bengal Circle,South Bengal Region,Contai Division,Alukaranbarh BO,721454,BO,Delivery,MEDINIPUR EAST,WEST BENGAL,22.045255,87.670982
West Bengal Circle,South Bengal Region,Contai Division,Ghatua Purusottampur BO,721438,BO,Delivery,MEDINIPUR EAST,WEST BENGAL,21.955279,87.560406
West Bengal Circle,South Bengal Region,Contai Division,Srirampur BO,721440,BO,Delivery,MEDINIPUR EAST,WEST BENGAL,22.004602,87.5789698
West Bengal Circle,South Bengal Region,Hooghly North Division,SIMLAGARH BO,712135,BO,Delivery,HOOGHLY,WEST BENGAL,22.35,88.89
West Bengal Circle,South Bengal Region,Hooghly North Division,Hazipur BO,712302,BO,Delivery,HOOGHLY,WEST BENGAL,22.91,88.06
West Bengal Circle,South Bengal Region,Hooghly South Division,Chakundi BO,712310,BO,Non Delivery,HOOGHLY,WEST BENGAL,22.685,88.2988888
West Bengal Circle,South Bengal Region,Hooghly South Division,Mollerberh BO,712250,BO,Delivery,HOOGHLY,WEST BENGAL,22.722531,88.337202
West Bengal Circle,South Bengal Region,Howrah Division,Ula BO,711310,BO,Delivery,HOWRAH,WEST BENGAL,22.527894,88.198633
West Bengal Circle,South Bengal Region,Midnapore Division,Nayagram BO,721159,BO,Delivery,Jhargram,WEST BENGAL,22.0035,87.146
West Bengal Circle,South Bengal Region,Midnapore Division,Laudaha BO,721135,BO,Delivery,Jhargram,WEST BENGAL,22.181,87.1597
West Bengal Circle,South Bengal Region,Midnapore Division,Baharadari BO,721143,BO,Delivery,Jhargram,WEST BENGAL,22.2786,87.3798
West Bengal Circle,South Bengal Region,Midnapore Division,Ghutia BO,721503,BO,Delivery,Jhargram,WEST BENGAL,22.4308,87.3214
West Bengal Circle,South Bengal Region,Midnapore Division,Ashakanthi BO,721515,BO,Delivery,Jhargram,WEST BENGAL,22.6168,86.8183
West Bengal Circle,South Bengal Region,Midnapore Division,Hijli Cooperative BO,721306,BO,Delivery,MEDINIPUR WEST,WEST BENGAL,22.3145,87.309
West Bengal Circle,South Bengal Region,Midnapore Division,Jatrabishnupur BO,721147,BO,Delivery,MEDINIPUR WEST,WEST BENGAL,22.6423,87.319
West Bengal Circle,South Bengal Region,Purulia Division,Bansraya BO,723132,BO,Delivery,PURULIA,WEST BENGAL,23.4264949,86.6283557
West Bengal Circle,South Bengal Region,Purulia Division,Ramkanali BO,723142,BO,Delivery,PURULIA,WEST BENGAL,23.5780052,86.7642624
West Bengal Circle,South Bengal Region,Tamluk Division,Haridaspur BO,721653,BO,Delivery,MEDINIPUR EAST,WEST BENGAL,25.5905,84.6975
West Bengal Circle,South Bengal Region,Tamluk Division,Nandapur BO,721625,BO,Delivery,MEDINIPUR EAST,WEST BENGAL,15.5934,82.7393
West Bengal Circle,South Bengal Region,Tamluk Division,Bahichard BO,721627,BO,Delivery,MEDINIPUR EAST,WEST BENGAL,22.5931,88.0914
West Bengal Circle,South Bengal Region,Tamluk Division,Barabhuniakhali BO,721652,BO,Delivery,MEDINIPUR EAST,WEST BENGAL,22.1454,87.9751
West Bengal Circle,South Bengal Region,Tamluk Division,Chapda BO,721154,BO,Delivery,MEDINIPUR EAST,WEST BENGAL,22.4586,87.7745
West Bengal Circle,South Bengal Region,Tamluk Division,Kalagechhia Bara BO,721634,BO,Delivery,MEDINIPUR EAST,WEST BENGAL,22.3623,87.7811
West Bengal Circle,South Bengal Region,Tamluk Division,Bargoda BO,721651,BO,Delivery,MEDINIPUR EAST,WEST BENGAL,22.9221,87.9839
Telangana Circle,Hyderabad Region,Hanamkonda Division,Jangaon H.O,506167,HO,Delivery,JANGOAN,TELANGANA,17.7244167,79.1523611
Telangana Circle,Hyderabad Region,Warangal Division,Mahabubabad H.O,506101,HO,Delivery,MAHABUBABAD,TELANGANA,17.598128,80.001586
Telangana Circle,Hyderabad City Region,Hyderabad GPO Division,Hyderabad G.P.O.,500001,HO,Delivery,HYDERABAD,TELANGANA,17.387993,78.47652
Telangana Circle,Hyderabad City Region,Hyderabad South East Division,Charminar H.O,500002,HO,Delivery,HYDERABAD,TELANGANA,17.368663,78.477662
Andhra Pradesh Circle,Kurnool Region,Tirupati Division,Chandragiri H.O,517101,HO,Delivery,Tirupati,ANDHRA PRADESH,13.5913611,79.3199444
Telangana Circle,Hyderabad Region,Khammam Division,Khammam H.O,507001,HO,Delivery,KHAMMAM,TELANGANA,17.4026389,80.2353333
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Tekkali H.O,532201,HO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.605507,84.237265
Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Vizianagaram H.O,535002,HO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,18.111801,83.408944
Assam Circle,Dibrugarh Region,Nagaon Division,Diphu H.O,782460,HO,Delivery,KARBI ANGLONG,ASSAM,25.8394444,93.4376944
Assam Circle,DivReportingCircle,Nalbari Division,Barpeta H.O,781301,HO,Delivery,BARPETA,ASSAM,26.3291389,91.01025
Assam Circle,DivReportingCircle,Nalbari Division,Nalbari H.O,781335,HO,Delivery,NALBARI,ASSAM,26.4447778,91.438
Bihar Circle,East Region Bhagalpur,Saharsa Division,Supaul HO,852131,HO,Delivery,SUPAUL,BIHAR,26.11,86.59
Bihar Circle,DivReportingCircle,AurangabadBihar Division,Aurangabad BH HO,824101,HO,Delivery,AURANGABAD,BIHAR,24.770316,84.248952
Delhi Circle,DivReportingCircle,New Delhi South Division,Kalkaji HO,110019,HO,Delivery,SOUTH,DELHI,28.5431667,77.2576667
Gujarat Circle,Vadodara Region,Kheda Division,Nadiad HO,387001,HO,Delivery,KHEDA,GUJARAT,22.6974444,72.8641667
Gujarat Circle,Vadodara Region,Navsari Division,Navsari HO,396445,HO,Delivery,NAVSARI,GUJARAT,20.95,72.92
Gujarat Circle,Vadodara Region,Panchmahals Division,Dahod HO,389151,HO,Delivery,DOHAD,GUJARAT,22.8321667,74.25825
Gujarat Circle,Vadodara Region,Surat Division,Surat HO,395003,HO,Delivery,SURAT,GUJARAT,21.1984722,72.8342778
Andhra Pradesh Circle,Kurnool Region,Nandyal Division,Biravolu B.O,518412,BO,Delivery,Nandyal,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Kurnool Region,Nandyal Division,Peddakambalur B.O,518594,BO,Delivery,Nandyal,ANDHRA PRADESH,NA,NA
